Date,Unit,DayOfWeek,IsHoliday,HolidayName,HolidayType,SurgeriesPerDay,PatientsPerDay,LinenUsage
29/05/2024,OR,Wednesday,FALSE,,,14,14,245
29/05/2024,MedSurg,Wednesday,FALSE,,,0,66,200
29/05/2024,ICU,Wednesday,FALSE,,,0,12,56
29/05/2024,Maternity,Wednesday,FALSE,,,0,10,34
30/05/2024,OR,Thursday,FALSE,,,16,16,295
30/05/2024,MedSurg,Thursday,FALSE,,,0,68,208
30/05/2024,ICU,Thursday,FALSE,,,0,12,59
30/05/2024,Maternity,Thursday,FALSE,,,0,10,25
31/05/2024,OR,Friday,FALSE,,,17,17,308
31/05/2024,MedSurg,Friday,FALSE,,,0,66,215
31/05/2024,ICU,Friday,FALSE,,,0,12,39
31/05/2024,Maternity,Friday,FALSE,,,0,10,30
01/06/2024,OR,Saturday,FALSE,,,6,6,103
01/06/2024,MedSurg,Saturday,FALSE,,,0,68,207
01/06/2024,ICU,Saturday,FALSE,,,0,12,53
01/06/2024,Maternity,Saturday,FALSE,,,0,10,40
02/06/2024,OR,Sunday,FALSE,,,6,6,98
02/06/2024,MedSurg,Sunday,FALSE,,,0,67,205
02/06/2024,ICU,Sunday,FALSE,,,0,12,49
02/06/2024,Maternity,Sunday,FALSE,,,0,10,27
03/06/2024,OR,Monday,FALSE,,,14,14,242
03/06/2024,MedSurg,Monday,FALSE,,,0,66,205
03/06/2024,ICU,Monday,FALSE,,,0,12,79
03/06/2024,Maternity,Monday,FALSE,,,0,10,48
04/06/2024,OR,Tuesday,FALSE,,,21,21,375
04/06/2024,MedSurg,Tuesday,FALSE,,,0,68,207
04/06/2024,ICU,Tuesday,FALSE,,,0,12,65
04/06/2024,Maternity,Tuesday,FALSE,,,0,10,41
05/06/2024,OR,Wednesday,FALSE,,,20,20,352
05/06/2024,MedSurg,Wednesday,FALSE,,,0,60,186
05/06/2024,ICU,Wednesday,FALSE,,,0,10,48
05/06/2024,Maternity,Wednesday,FALSE,,,0,9,32
06/06/2024,OR,Thursday,FALSE,,,14,14,258
06/06/2024,MedSurg,Thursday,FALSE,,,0,62,188
06/06/2024,ICU,Thursday,FALSE,,,0,11,55
06/06/2024,Maternity,Thursday,FALSE,,,0,9,33
07/06/2024,OR,Friday,FALSE,,,15,15,271
07/06/2024,MedSurg,Friday,FALSE,,,0,63,187
07/06/2024,ICU,Friday,FALSE,,,0,11,50
07/06/2024,Maternity,Friday,FALSE,,,0,9,41
08/06/2024,OR,Saturday,FALSE,,,3,3,45
08/06/2024,MedSurg,Saturday,FALSE,,,0,53,175
08/06/2024,ICU,Saturday,FALSE,,,0,9,59
08/06/2024,Maternity,Saturday,FALSE,,,0,8,32
09/06/2024,OR,Sunday,FALSE,,,3,3,56
09/06/2024,MedSurg,Sunday,FALSE,,,0,75,231
09/06/2024,ICU,Sunday,FALSE,,,0,13,64
09/06/2024,Maternity,Sunday,FALSE,,,0,11,27
10/06/2024,OR,Monday,FALSE,,,15,15,266
10/06/2024,MedSurg,Monday,FALSE,,,0,63,196
10/06/2024,ICU,Monday,FALSE,,,0,11,48
10/06/2024,Maternity,Monday,FALSE,,,0,9,31
11/06/2024,OR,Tuesday,FALSE,,,20,20,356
11/06/2024,MedSurg,Tuesday,FALSE,,,0,67,200
11/06/2024,ICU,Tuesday,FALSE,,,0,11,53
11/06/2024,Maternity,Tuesday,FALSE,,,0,10,41
12/06/2024,OR,Wednesday,FALSE,,,18,18,315
12/06/2024,MedSurg,Wednesday,FALSE,,,0,64,192
12/06/2024,ICU,Wednesday,FALSE,,,0,11,53
12/06/2024,Maternity,Wednesday,FALSE,,,0,9,44
13/06/2024,OR,Thursday,FALSE,,,17,17,303
13/06/2024,MedSurg,Thursday,FALSE,,,0,62,175
13/06/2024,ICU,Thursday,FALSE,,,0,11,41
13/06/2024,Maternity,Thursday,FALSE,,,0,9,40
14/06/2024,OR,Friday,FALSE,,,18,18,315
14/06/2024,MedSurg,Friday,FALSE,,,0,61,185
14/06/2024,ICU,Friday,FALSE,,,0,10,32
14/06/2024,Maternity,Friday,FALSE,,,0,9,35
15/06/2024,OR,Saturday,FALSE,,,8,8,139
15/06/2024,MedSurg,Saturday,FALSE,,,0,69,210
15/06/2024,ICU,Saturday,FALSE,,,0,12,46
15/06/2024,Maternity,Saturday,FALSE,,,0,10,47
16/06/2024,OR,Sunday,FALSE,,,6,6,110
16/06/2024,MedSurg,Sunday,FALSE,,,0,68,190
16/06/2024,ICU,Sunday,FALSE,,,0,11,39
16/06/2024,Maternity,Sunday,FALSE,,,0,10,28
17/06/2024,OR,Monday,FALSE,,,19,19,345
17/06/2024,MedSurg,Monday,FALSE,,,0,66,209
17/06/2024,ICU,Monday,FALSE,,,0,11,38
17/06/2024,Maternity,Monday,FALSE,,,0,10,37
18/06/2024,OR,Tuesday,FALSE,,,20,20,368
18/06/2024,MedSurg,Tuesday,FALSE,,,0,71,217
18/06/2024,ICU,Tuesday,FALSE,,,0,12,63
18/06/2024,Maternity,Tuesday,FALSE,,,0,11,42
19/06/2024,OR,Wednesday,FALSE,,,20,20,361
19/06/2024,MedSurg,Wednesday,FALSE,,,0,69,200
19/06/2024,ICU,Wednesday,FALSE,,,0,12,61
19/06/2024,Maternity,Wednesday,FALSE,,,0,10,43
20/06/2024,OR,Thursday,FALSE,,,14,14,255
20/06/2024,MedSurg,Thursday,FALSE,,,0,63,201
20/06/2024,ICU,Thursday,FALSE,,,0,11,47
20/06/2024,Maternity,Thursday,FALSE,,,0,9,24
21/06/2024,OR,Friday,FALSE,,,14,14,251
21/06/2024,MedSurg,Friday,FALSE,,,0,66,193
21/06/2024,ICU,Friday,FALSE,,,0,11,58
21/06/2024,Maternity,Friday,FALSE,,,0,10,46
22/06/2024,OR,Saturday,FALSE,,,8,8,138
22/06/2024,MedSurg,Saturday,FALSE,,,0,63,193
22/06/2024,ICU,Saturday,FALSE,,,0,11,41
22/06/2024,Maternity,Saturday,FALSE,,,0,10,41
23/06/2024,OR,Sunday,FALSE,,,7,7,122
23/06/2024,MedSurg,Sunday,FALSE,,,0,75,233
23/06/2024,ICU,Sunday,FALSE,,,0,12,62
23/06/2024,Maternity,Sunday,FALSE,,,0,11,42
24/06/2024,OR,Monday,FALSE,,,15,15,252
24/06/2024,MedSurg,Monday,FALSE,,,0,66,197
24/06/2024,ICU,Monday,FALSE,,,0,11,44
24/06/2024,Maternity,Monday,FALSE,,,0,10,44
25/06/2024,OR,Tuesday,FALSE,,,18,18,333
25/06/2024,MedSurg,Tuesday,FALSE,,,0,54,152
25/06/2024,ICU,Tuesday,FALSE,,,0,9,43
25/06/2024,Maternity,Tuesday,FALSE,,,0,8,30
26/06/2024,OR,Wednesday,FALSE,,,14,14,252
26/06/2024,MedSurg,Wednesday,FALSE,,,0,76,239
26/06/2024,ICU,Wednesday,FALSE,,,0,12,39
26/06/2024,Maternity,Wednesday,FALSE,,,0,11,38
27/06/2024,OR,Thursday,FALSE,,,15,15,270
27/06/2024,MedSurg,Thursday,FALSE,,,0,58,176
27/06/2024,ICU,Thursday,FALSE,,,0,9,31
27/06/2024,Maternity,Thursday,FALSE,,,0,9,31
28/06/2024,OR,Friday,FALSE,,,18,18,320
28/06/2024,MedSurg,Friday,FALSE,,,0,75,223
28/06/2024,ICU,Friday,FALSE,,,0,12,65
28/06/2024,Maternity,Friday,FALSE,,,0,11,43
29/06/2024,OR,Saturday,FALSE,,,3,3,34
29/06/2024,MedSurg,Saturday,FALSE,,,0,65,203
29/06/2024,ICU,Saturday,FALSE,,,0,11,44
29/06/2024,Maternity,Saturday,FALSE,,,0,10,46
30/06/2024,OR,Sunday,FALSE,,,8,8,139
30/06/2024,MedSurg,Sunday,FALSE,,,0,65,200
30/06/2024,ICU,Sunday,FALSE,,,0,11,35
30/06/2024,Maternity,Sunday,FALSE,,,0,10,38
01/07/2024,OR,Monday,TRUE,Canada Day,Statutory,6,6,109
01/07/2024,MedSurg,Monday,TRUE,Canada Day,Statutory,0,61,174
01/07/2024,ICU,Monday,TRUE,Canada Day,Statutory,0,11,39
01/07/2024,Maternity,Monday,TRUE,Canada Day,Statutory,0,9,41
02/07/2024,OR,Tuesday,FALSE,,,21,21,377
02/07/2024,MedSurg,Tuesday,FALSE,,,0,64,199
02/07/2024,ICU,Tuesday,FALSE,,,0,10,53
02/07/2024,Maternity,Tuesday,FALSE,,,0,10,36
03/07/2024,OR,Wednesday,FALSE,,,16,16,274
03/07/2024,MedSurg,Wednesday,FALSE,,,0,68,211
03/07/2024,ICU,Wednesday,FALSE,,,0,11,44
03/07/2024,Maternity,Wednesday,FALSE,,,0,10,44
04/07/2024,OR,Thursday,FALSE,,,14,14,252
04/07/2024,MedSurg,Thursday,FALSE,,,0,62,204
04/07/2024,ICU,Thursday,FALSE,,,0,10,51
04/07/2024,Maternity,Thursday,FALSE,,,0,9,31
05/07/2024,OR,Friday,FALSE,,,19,19,329
05/07/2024,MedSurg,Friday,FALSE,,,0,57,158
05/07/2024,ICU,Friday,FALSE,,,0,9,40
05/07/2024,Maternity,Friday,FALSE,,,0,9,21
06/07/2024,OR,Saturday,FALSE,,,7,7,115
06/07/2024,MedSurg,Saturday,FALSE,,,0,66,205
06/07/2024,ICU,Saturday,FALSE,,,0,11,63
06/07/2024,Maternity,Saturday,FALSE,,,0,10,35
07/07/2024,OR,Sunday,FALSE,,,4,4,80
07/07/2024,MedSurg,Sunday,FALSE,,,0,66,200
07/07/2024,ICU,Sunday,FALSE,,,0,10,59
07/07/2024,Maternity,Sunday,FALSE,,,0,10,32
08/07/2024,OR,Monday,FALSE,,,16,16,283
08/07/2024,MedSurg,Monday,FALSE,,,0,64,190
08/07/2024,ICU,Monday,FALSE,,,0,10,35
08/07/2024,Maternity,Monday,FALSE,,,0,10,34
09/07/2024,OR,Tuesday,FALSE,,,16,16,282
09/07/2024,MedSurg,Tuesday,FALSE,,,0,70,226
09/07/2024,ICU,Tuesday,FALSE,,,0,11,55
09/07/2024,Maternity,Tuesday,FALSE,,,0,11,36
10/07/2024,OR,Wednesday,FALSE,,,20,20,357
10/07/2024,MedSurg,Wednesday,FALSE,,,0,66,206
10/07/2024,ICU,Wednesday,FALSE,,,0,10,54
10/07/2024,Maternity,Wednesday,FALSE,,,0,10,33
11/07/2024,OR,Thursday,FALSE,,,15,15,278
11/07/2024,MedSurg,Thursday,FALSE,,,0,66,193
11/07/2024,ICU,Thursday,FALSE,,,0,10,52
11/07/2024,Maternity,Thursday,FALSE,,,0,10,39
12/07/2024,OR,Friday,FALSE,,,14,14,250
12/07/2024,MedSurg,Friday,FALSE,,,0,64,197
12/07/2024,ICU,Friday,FALSE,,,0,10,37
12/07/2024,Maternity,Friday,FALSE,,,0,10,23
13/07/2024,OR,Saturday,FALSE,,,7,7,125
13/07/2024,MedSurg,Saturday,FALSE,,,0,58,187
13/07/2024,ICU,Saturday,FALSE,,,0,9,48
13/07/2024,Maternity,Saturday,FALSE,,,0,9,31
14/07/2024,OR,Sunday,FALSE,,,3,3,54
14/07/2024,MedSurg,Sunday,FALSE,,,0,60,188
14/07/2024,ICU,Sunday,FALSE,,,0,9,30
14/07/2024,Maternity,Sunday,FALSE,,,0,9,35
15/07/2024,OR,Monday,FALSE,,,20,20,358
15/07/2024,MedSurg,Monday,FALSE,,,0,64,194
15/07/2024,ICU,Monday,FALSE,,,0,10,42
15/07/2024,Maternity,Monday,FALSE,,,0,10,39
16/07/2024,OR,Tuesday,FALSE,,,18,18,324
16/07/2024,MedSurg,Tuesday,FALSE,,,0,60,174
16/07/2024,ICU,Tuesday,FALSE,,,0,9,50
16/07/2024,Maternity,Tuesday,FALSE,,,0,9,35
17/07/2024,OR,Wednesday,FALSE,,,19,19,335
17/07/2024,MedSurg,Wednesday,FALSE,,,0,66,211
17/07/2024,ICU,Wednesday,FALSE,,,0,10,54
17/07/2024,Maternity,Wednesday,FALSE,,,0,10,26
18/07/2024,OR,Thursday,FALSE,,,21,21,374
18/07/2024,MedSurg,Thursday,FALSE,,,0,66,210
18/07/2024,ICU,Thursday,FALSE,,,0,10,35
18/07/2024,Maternity,Thursday,FALSE,,,0,10,44
19/07/2024,OR,Friday,FALSE,,,18,18,335
19/07/2024,MedSurg,Friday,FALSE,,,0,66,204
19/07/2024,ICU,Friday,FALSE,,,0,10,60
19/07/2024,Maternity,Friday,FALSE,,,0,10,35
20/07/2024,OR,Saturday,FALSE,,,7,7,124
20/07/2024,MedSurg,Saturday,FALSE,,,0,70,228
20/07/2024,ICU,Saturday,FALSE,,,0,11,49
20/07/2024,Maternity,Saturday,FALSE,,,0,11,40
21/07/2024,OR,Sunday,FALSE,,,4,4,63
21/07/2024,MedSurg,Sunday,FALSE,,,0,58,186
21/07/2024,ICU,Sunday,FALSE,,,0,9,34
21/07/2024,Maternity,Sunday,FALSE,,,0,9,34
22/07/2024,OR,Monday,FALSE,,,21,21,379
22/07/2024,MedSurg,Monday,FALSE,,,0,52,137
22/07/2024,ICU,Monday,FALSE,,,0,8,44
22/07/2024,Maternity,Monday,FALSE,,,0,8,28
23/07/2024,OR,Tuesday,FALSE,,,17,17,311
23/07/2024,MedSurg,Tuesday,FALSE,,,0,62,180
23/07/2024,ICU,Tuesday,FALSE,,,0,10,49
23/07/2024,Maternity,Tuesday,FALSE,,,0,10,38
24/07/2024,OR,Wednesday,FALSE,,,20,20,360
24/07/2024,MedSurg,Wednesday,FALSE,,,0,68,201
24/07/2024,ICU,Wednesday,FALSE,,,0,10,60
24/07/2024,Maternity,Wednesday,FALSE,,,0,11,40
25/07/2024,OR,Thursday,FALSE,,,15,15,268
25/07/2024,MedSurg,Thursday,FALSE,,,0,58,175
25/07/2024,ICU,Thursday,FALSE,,,0,9,39
25/07/2024,Maternity,Thursday,FALSE,,,0,9,29
26/07/2024,OR,Friday,FALSE,,,18,18,323
26/07/2024,MedSurg,Friday,FALSE,,,0,61,196
26/07/2024,ICU,Friday,FALSE,,,0,9,33
26/07/2024,Maternity,Friday,FALSE,,,0,10,31
27/07/2024,OR,Saturday,FALSE,,,6,6,109
27/07/2024,MedSurg,Saturday,FALSE,,,0,62,198
27/07/2024,ICU,Saturday,FALSE,,,0,10,63
27/07/2024,Maternity,Saturday,FALSE,,,0,10,37
28/07/2024,OR,Sunday,FALSE,,,3,3,60
28/07/2024,MedSurg,Sunday,FALSE,,,0,60,174
28/07/2024,ICU,Sunday,FALSE,,,0,9,49
28/07/2024,Maternity,Sunday,FALSE,,,0,10,25
29/07/2024,OR,Monday,FALSE,,,19,19,340
29/07/2024,MedSurg,Monday,FALSE,,,0,64,193
29/07/2024,ICU,Monday,FALSE,,,0,10,48
29/07/2024,Maternity,Monday,FALSE,,,0,10,34
30/07/2024,OR,Tuesday,FALSE,,,17,17,297
30/07/2024,MedSurg,Tuesday,FALSE,,,0,62,188
30/07/2024,ICU,Tuesday,FALSE,,,0,9,29
30/07/2024,Maternity,Tuesday,FALSE,,,0,10,31
31/07/2024,OR,Wednesday,FALSE,,,14,14,246
31/07/2024,MedSurg,Wednesday,FALSE,,,0,54,162
31/07/2024,ICU,Wednesday,FALSE,,,0,8,39
31/07/2024,Maternity,Wednesday,FALSE,,,0,9,36
01/08/2024,OR,Thursday,FALSE,,,16,16,278
01/08/2024,MedSurg,Thursday,FALSE,,,0,70,208
01/08/2024,ICU,Thursday,FALSE,,,0,11,54
01/08/2024,Maternity,Thursday,FALSE,,,0,11,38
02/08/2024,OR,Friday,FALSE,,,19,19,341
02/08/2024,MedSurg,Friday,FALSE,,,0,65,193
02/08/2024,ICU,Friday,FALSE,,,0,10,44
02/08/2024,Maternity,Friday,FALSE,,,0,10,29
03/08/2024,OR,Saturday,FALSE,,,6,6,110
03/08/2024,MedSurg,Saturday,FALSE,,,0,62,215
03/08/2024,ICU,Saturday,FALSE,,,0,9,45
03/08/2024,Maternity,Saturday,FALSE,,,0,10,44
04/08/2024,OR,Sunday,FALSE,,,3,3,56
04/08/2024,MedSurg,Sunday,FALSE,,,0,62,200
04/08/2024,ICU,Sunday,FALSE,,,0,9,61
04/08/2024,Maternity,Sunday,FALSE,,,0,10,37
05/08/2024,OR,Monday,TRUE,New Brunswick Day,Statutory,6,6,110
05/08/2024,MedSurg,Monday,TRUE,New Brunswick Day,Statutory,0,52,151
05/08/2024,ICU,Monday,TRUE,New Brunswick Day,Statutory,0,8,31
05/08/2024,Maternity,Monday,TRUE,New Brunswick Day,Statutory,0,8,25
06/08/2024,OR,Tuesday,FALSE,,,21,21,378
06/08/2024,MedSurg,Tuesday,FALSE,,,0,54,169
06/08/2024,ICU,Tuesday,FALSE,,,0,8,32
06/08/2024,Maternity,Tuesday,FALSE,,,0,9,31
07/08/2024,OR,Wednesday,FALSE,,,18,18,331
07/08/2024,MedSurg,Wednesday,FALSE,,,0,56,184
07/08/2024,ICU,Wednesday,FALSE,,,0,8,63
07/08/2024,Maternity,Wednesday,FALSE,,,0,9,31
08/08/2024,OR,Thursday,FALSE,,,17,17,303
08/08/2024,MedSurg,Thursday,FALSE,,,0,64,183
08/08/2024,ICU,Thursday,FALSE,,,0,10,37
08/08/2024,Maternity,Thursday,FALSE,,,0,10,50
09/08/2024,OR,Friday,FALSE,,,18,18,326
09/08/2024,MedSurg,Friday,FALSE,,,0,70,210
09/08/2024,ICU,Friday,FALSE,,,0,11,59
09/08/2024,Maternity,Friday,FALSE,,,0,11,35
10/08/2024,OR,Saturday,FALSE,,,3,3,56
10/08/2024,MedSurg,Saturday,FALSE,,,0,65,197
10/08/2024,ICU,Saturday,FALSE,,,0,10,57
10/08/2024,Maternity,Saturday,FALSE,,,0,10,36
11/08/2024,OR,Sunday,FALSE,,,6,6,106
11/08/2024,MedSurg,Sunday,FALSE,,,0,59,197
11/08/2024,ICU,Sunday,FALSE,,,0,9,51
11/08/2024,Maternity,Sunday,FALSE,,,0,10,33
12/08/2024,OR,Monday,FALSE,,,15,15,264
12/08/2024,MedSurg,Monday,FALSE,,,0,64,196
12/08/2024,ICU,Monday,FALSE,,,0,10,31
12/08/2024,Maternity,Monday,FALSE,,,0,10,35
13/08/2024,OR,Tuesday,FALSE,,,15,15,279
13/08/2024,MedSurg,Tuesday,FALSE,,,0,68,220
13/08/2024,ICU,Tuesday,FALSE,,,0,10,33
13/08/2024,Maternity,Tuesday,FALSE,,,0,11,33
14/08/2024,OR,Wednesday,FALSE,,,20,20,367
14/08/2024,MedSurg,Wednesday,FALSE,,,0,56,176
14/08/2024,ICU,Wednesday,FALSE,,,0,9,13
14/08/2024,Maternity,Wednesday,FALSE,,,0,9,34
15/08/2024,OR,Thursday,FALSE,,,20,20,368
15/08/2024,MedSurg,Thursday,FALSE,,,0,66,220
15/08/2024,ICU,Thursday,FALSE,,,0,10,42
15/08/2024,Maternity,Thursday,FALSE,,,0,11,29
16/08/2024,OR,Friday,FALSE,,,17,17,307
16/08/2024,MedSurg,Friday,FALSE,,,0,64,193
16/08/2024,ICU,Friday,FALSE,,,0,10,37
16/08/2024,Maternity,Friday,FALSE,,,0,10,37
17/08/2024,OR,Saturday,FALSE,,,8,8,133
17/08/2024,MedSurg,Saturday,FALSE,,,0,55,165
17/08/2024,ICU,Saturday,FALSE,,,0,8,47
17/08/2024,Maternity,Saturday,FALSE,,,0,9,43
18/08/2024,OR,Sunday,FALSE,,,8,8,154
18/08/2024,MedSurg,Sunday,FALSE,,,0,62,181
18/08/2024,ICU,Sunday,FALSE,,,0,9,51
18/08/2024,Maternity,Sunday,FALSE,,,0,10,41
19/08/2024,OR,Monday,FALSE,,,17,17,297
19/08/2024,MedSurg,Monday,FALSE,,,0,71,229
19/08/2024,ICU,Monday,FALSE,,,0,11,63
19/08/2024,Maternity,Monday,FALSE,,,0,12,51
20/08/2024,OR,Tuesday,FALSE,,,21,21,372
20/08/2024,MedSurg,Tuesday,FALSE,,,0,58,177
20/08/2024,ICU,Tuesday,FALSE,,,0,9,47
20/08/2024,Maternity,Tuesday,FALSE,,,0,9,36
21/08/2024,OR,Wednesday,FALSE,,,21,21,378
21/08/2024,MedSurg,Wednesday,FALSE,,,0,64,205
21/08/2024,ICU,Wednesday,FALSE,,,0,10,42
21/08/2024,Maternity,Wednesday,FALSE,,,0,10,29
22/08/2024,OR,Thursday,FALSE,,,15,15,269
22/08/2024,MedSurg,Thursday,FALSE,,,0,58,180
22/08/2024,ICU,Thursday,FALSE,,,0,9,49
22/08/2024,Maternity,Thursday,FALSE,,,0,9,38
23/08/2024,OR,Friday,FALSE,,,14,14,256
23/08/2024,MedSurg,Friday,FALSE,,,0,64,195
23/08/2024,ICU,Friday,FALSE,,,0,10,47
23/08/2024,Maternity,Friday,FALSE,,,0,10,33
24/08/2024,OR,Saturday,FALSE,,,3,3,63
24/08/2024,MedSurg,Saturday,FALSE,,,0,55,181
24/08/2024,ICU,Saturday,FALSE,,,0,8,39
24/08/2024,Maternity,Saturday,FALSE,,,0,9,22
25/08/2024,OR,Sunday,FALSE,,,5,5,97
25/08/2024,MedSurg,Sunday,FALSE,,,0,57,165
25/08/2024,ICU,Sunday,FALSE,,,0,9,23
25/08/2024,Maternity,Sunday,FALSE,,,0,9,39
26/08/2024,OR,Monday,FALSE,,,19,19,344
26/08/2024,MedSurg,Monday,FALSE,,,0,60,197
26/08/2024,ICU,Monday,FALSE,,,0,9,26
26/08/2024,Maternity,Monday,FALSE,,,0,10,40
27/08/2024,OR,Tuesday,FALSE,,,18,18,323
27/08/2024,MedSurg,Tuesday,FALSE,,,0,65,200
27/08/2024,ICU,Tuesday,FALSE,,,0,10,44
27/08/2024,Maternity,Tuesday,FALSE,,,0,11,40
28/08/2024,OR,Wednesday,FALSE,,,20,20,352
28/08/2024,MedSurg,Wednesday,FALSE,,,0,65,198
28/08/2024,ICU,Wednesday,FALSE,,,0,10,38
28/08/2024,Maternity,Wednesday,FALSE,,,0,11,44
29/08/2024,OR,Thursday,FALSE,,,15,15,255
29/08/2024,MedSurg,Thursday,FALSE,,,0,56,165
29/08/2024,ICU,Thursday,FALSE,,,0,9,52
29/08/2024,Maternity,Thursday,FALSE,,,0,9,30
30/08/2024,OR,Friday,FALSE,,,14,14,260
30/08/2024,MedSurg,Friday,FALSE,,,0,63,191
30/08/2024,ICU,Friday,FALSE,,,0,10,50
30/08/2024,Maternity,Friday,FALSE,,,0,10,33
31/08/2024,OR,Saturday,FALSE,,,5,5,91
31/08/2024,MedSurg,Saturday,FALSE,,,0,63,191
31/08/2024,ICU,Saturday,FALSE,,,0,10,37
31/08/2024,Maternity,Saturday,FALSE,,,0,10,29
01/09/2024,OR,Sunday,FALSE,,,8,8,139
01/09/2024,MedSurg,Sunday,FALSE,,,0,67,230
01/09/2024,ICU,Sunday,FALSE,,,0,10,47
01/09/2024,Maternity,Sunday,FALSE,,,0,11,42
02/09/2024,OR,Monday,TRUE,Labour Day,Statutory,6,6,106
02/09/2024,MedSurg,Monday,TRUE,Labour Day,Statutory,0,52,154
02/09/2024,ICU,Monday,TRUE,Labour Day,Statutory,0,9,42
02/09/2024,Maternity,Monday,TRUE,Labour Day,Statutory,0,8,36
03/09/2024,OR,Tuesday,FALSE,,,16,16,273
03/09/2024,MedSurg,Tuesday,FALSE,,,0,55,168
03/09/2024,ICU,Tuesday,FALSE,,,0,8,26
03/09/2024,Maternity,Tuesday,FALSE,,,0,9,35
04/09/2024,OR,Wednesday,FALSE,,,16,16,290
04/09/2024,MedSurg,Wednesday,FALSE,,,0,65,200
04/09/2024,ICU,Wednesday,FALSE,,,0,10,51
04/09/2024,Maternity,Wednesday,FALSE,,,0,11,38
05/09/2024,OR,Thursday,FALSE,,,17,17,313
05/09/2024,MedSurg,Thursday,FALSE,,,0,52,164
05/09/2024,ICU,Thursday,FALSE,,,0,8,20
05/09/2024,Maternity,Thursday,FALSE,,,0,9,30
06/09/2024,OR,Friday,FALSE,,,15,15,268
06/09/2024,MedSurg,Friday,FALSE,,,0,55,182
06/09/2024,ICU,Friday,FALSE,,,0,8,31
06/09/2024,Maternity,Friday,FALSE,,,0,9,34
07/09/2024,OR,Saturday,FALSE,,,8,8,137
07/09/2024,MedSurg,Saturday,FALSE,,,0,53,176
07/09/2024,ICU,Saturday,FALSE,,,0,8,19
07/09/2024,Maternity,Saturday,FALSE,,,0,9,34
08/09/2024,OR,Sunday,FALSE,,,7,7,128
08/09/2024,MedSurg,Sunday,FALSE,,,0,59,177
08/09/2024,ICU,Sunday,FALSE,,,0,9,39
08/09/2024,Maternity,Sunday,FALSE,,,0,10,34
09/09/2024,OR,Monday,FALSE,,,17,17,309
09/09/2024,MedSurg,Monday,FALSE,,,0,53,151
09/09/2024,ICU,Monday,FALSE,,,0,8,30
09/09/2024,Maternity,Monday,FALSE,,,0,9,32
10/09/2024,OR,Tuesday,FALSE,,,17,17,307
10/09/2024,MedSurg,Tuesday,FALSE,,,0,53,165
10/09/2024,ICU,Tuesday,FALSE,,,0,8,32
10/09/2024,Maternity,Tuesday,FALSE,,,0,9,26
11/09/2024,OR,Wednesday,FALSE,,,15,15,276
11/09/2024,MedSurg,Wednesday,FALSE,,,0,60,183
11/09/2024,ICU,Wednesday,FALSE,,,0,9,28
11/09/2024,Maternity,Wednesday,FALSE,,,0,10,33
12/09/2024,OR,Thursday,FALSE,,,20,20,355
12/09/2024,MedSurg,Thursday,FALSE,,,0,66,202
12/09/2024,ICU,Thursday,FALSE,,,0,10,49
12/09/2024,Maternity,Thursday,FALSE,,,0,11,26
13/09/2024,OR,Friday,FALSE,,,18,18,330
13/09/2024,MedSurg,Friday,FALSE,,,0,61,191
13/09/2024,ICU,Friday,FALSE,,,0,9,55
13/09/2024,Maternity,Friday,FALSE,,,0,10,34
14/09/2024,OR,Saturday,FALSE,,,6,6,95
14/09/2024,MedSurg,Saturday,FALSE,,,0,61,182
14/09/2024,ICU,Saturday,FALSE,,,0,9,30
14/09/2024,Maternity,Saturday,FALSE,,,0,10,34
15/09/2024,OR,Sunday,FALSE,,,6,6,107
15/09/2024,MedSurg,Sunday,FALSE,,,0,57,175
15/09/2024,ICU,Sunday,FALSE,,,0,9,40
15/09/2024,Maternity,Sunday,FALSE,,,0,9,45
16/09/2024,OR,Monday,FALSE,,,21,21,379
16/09/2024,MedSurg,Monday,FALSE,,,0,59,184
16/09/2024,ICU,Monday,FALSE,,,0,9,38
16/09/2024,Maternity,Monday,FALSE,,,0,10,30
17/09/2024,OR,Tuesday,FALSE,,,17,17,300
17/09/2024,MedSurg,Tuesday,FALSE,,,0,55,180
17/09/2024,ICU,Tuesday,FALSE,,,0,9,35
17/09/2024,Maternity,Tuesday,FALSE,,,0,9,32
18/09/2024,OR,Wednesday,FALSE,,,17,17,305
18/09/2024,MedSurg,Wednesday,FALSE,,,0,55,177
18/09/2024,ICU,Wednesday,FALSE,,,0,8,35
18/09/2024,Maternity,Wednesday,FALSE,,,0,9,25
19/09/2024,OR,Thursday,FALSE,,,17,17,313
19/09/2024,MedSurg,Thursday,FALSE,,,0,50,150
19/09/2024,ICU,Thursday,FALSE,,,0,8,18
19/09/2024,Maternity,Thursday,FALSE,,,0,8,29
20/09/2024,OR,Friday,FALSE,,,21,21,383
20/09/2024,MedSurg,Friday,FALSE,,,0,55,174
20/09/2024,ICU,Friday,FALSE,,,0,9,47
20/09/2024,Maternity,Friday,FALSE,,,0,9,33
21/09/2024,OR,Saturday,FALSE,,,6,6,91
21/09/2024,MedSurg,Saturday,FALSE,,,0,56,177
21/09/2024,ICU,Saturday,FALSE,,,0,9,41
21/09/2024,Maternity,Saturday,FALSE,,,0,9,40
22/09/2024,OR,Sunday,FALSE,,,3,3,41
22/09/2024,MedSurg,Sunday,FALSE,,,0,61,188
22/09/2024,ICU,Sunday,FALSE,,,0,10,56
22/09/2024,Maternity,Sunday,FALSE,,,0,10,38
